4.9704E-01	-1.0000E+06
4.9704E-01	-1.1842E+00
4.3818E-01	0.0000E+00
4.2186E-01	3.0103E-01
4.1247E-01	4.7712E-01
4.0591E-01	6.0206E-01
4.0088E-01	6.9897E-01
3.9680E-01	7.7815E-01
3.9339E-01	8.4510E-01
3.9045E-01	9.0309E-01
3.8788E-01	9.5424E-01
3.8559E-01	1.0000E+00
3.8353E-01	1.0414E+00
3.8165E-01	1.0792E+00
3.7994E-01	1.1139E+00
3.7836E-01	1.1461E+00
3.7689E-01	1.1761E+00
3.7553E-01	1.2041E+00
3.7425E-01	1.2304E+00
3.7305E-01	1.2553E+00
3.7191E-01	1.2788E+00
3.7084E-01	1.3010E+00
3.6982E-01	1.3222E+00
3.6621E-01	1.3979E+00
3.6247E-01	1.4771E+00
3.5933E-01	1.5441E+00
3.5664E-01	1.6021E+00
3.5428E-01	1.6532E+00
3.5218E-01	1.6990E+00
3.5029E-01	1.7404E+00
3.4858E-01	1.7782E+00
3.4701E-01	1.8129E+00
3.4556E-01	1.8451E+00
3.4422E-01	1.8751E+00
3.4297E-01	1.9031E+00
3.4180E-01	1.9294E+00
3.4070E-01	1.9542E+00
3.3966E-01	1.9777E+00
3.3868E-01	2.0000E+00
3.3775E-01	2.0212E+00
3.3687E-01	2.0414E+00
3.3602E-01	2.0607E+00
3.3522E-01	2.0792E+00
3.3445E-01	2.0969E+00
3.3431E-01	2.1000E+00
3.3000E-01	2.2000E+00
3.2574E-01	2.3000E+00
3.2154E-01	2.4000E+00
3.1739E-01	2.5000E+00
3.1330E-01	2.6000E+00
3.0925E-01	2.7000E+00
3.0526E-01	2.8000E+00
3.0133E-01	2.9000E+00
2.9744E-01	3.0000E+00
2.9360E-01	3.1000E+00
2.8981E-01	3.2000E+00
2.8607E-01	3.3000E+00
2.8238E-01	3.4000E+00
2.7874E-01	3.5000E+00
2.7514E-01	3.6000E+00
2.7159E-01	3.7000E+00
2.6808E-01	3.8000E+00
2.6462E-01	3.9000E+00
2.6121E-01	4.0000E+00
2.5784E-01	4.1000E+00
2.5451E-01	4.2000E+00
2.5123E-01	4.3000E+00
2.4799E-01	4.4000E+00
2.4479E-01	4.5000E+00
2.4163E-01	4.6000E+00
2.3851E-01	4.7000E+00
2.3543E-01	4.8000E+00
2.3239E-01	4.9000E+00
2.2939E-01	5.0000E+00
2.2643E-01	5.1000E+00
2.2351E-01	5.2000E+00
2.2063E-01	5.3000E+00
2.1778E-01	5.4000E+00
2.1497E-01	5.5000E+00
2.1220E-01	5.6000E+00
2.0946E-01	5.7000E+00
2.0676E-01	5.8000E+00
2.0409E-01	5.9000E+00
2.0145E-01	6.0000E+00
1.9886E-01	6.1000E+00
1.9629E-01	6.2000E+00
1.9376E-01	6.3000E+00
1.9126E-01	6.4000E+00
1.8879E-01	6.5000E+00
1.8632E-01	6.6000E+00
1.8386E-01	6.7000E+00
1.8139E-01	6.8000E+00
1.7893E-01	6.9000E+00
1.7646E-01	7.0000E+00
1.7400E-01	7.1000E+00
1.7154E-01	7.2000E+00
1.6907E-01	7.3000E+00
1.6661E-01	7.4000E+00
1.6414E-01	7.5000E+00
1.6168E-01	7.6000E+00
1.5921E-01	7.7000E+00
1.5675E-01	7.8000E+00
1.5429E-01	7.9000E+00
1.5182E-01	8.0000E+00
1.4936E-01	8.1000E+00
1.4689E-01	8.2000E+00
1.4443E-01	8.3000E+00
1.4196E-01	8.4000E+00
1.3950E-01	8.5000E+00
1.3704E-01	8.6000E+00
1.3457E-01	8.7000E+00
1.3211E-01	8.8000E+00
1.2964E-01	8.9000E+00
1.2718E-01	9.0000E+00
1.2472E-01	9.1000E+00
1.2225E-01	9.2000E+00
1.1979E-01	9.3000E+00
1.1732E-01	9.4000E+00
1.1486E-01	9.5000E+00
1.1239E-01	9.6000E+00
1.0993E-01	9.7000E+00
1.0747E-01	9.8000E+00
1.0500E-01	9.9000E+00
1.0254E-01	1.0000E+01
1.0007E-01	1.0100E+01
9.7608E-02	1.0200E+01
9.5144E-02	1.0300E+01
9.2680E-02	1.0400E+01
9.0216E-02	1.0500E+01
8.7751E-02	1.0600E+01
8.5287E-02	1.0700E+01
8.2823E-02	1.0800E+01
8.0359E-02	1.0900E+01
7.7895E-02	1.1000E+01
7.5430E-02	1.1100E+01
7.2966E-02	1.1200E+01
7.0502E-02	1.1300E+01
6.8038E-02	1.1400E+01
6.5573E-02	1.1500E+01
6.3109E-02	1.1600E+01
6.0645E-02	1.1700E+01
5.8181E-02	1.1800E+01
5.5716E-02	1.1900E+01
5.3252E-02	1.2000E+01
5.0788E-02	1.2100E+01
4.8324E-02	1.2200E+01
4.5859E-02	1.2300E+01
4.3395E-02	1.2400E+01
4.0931E-02	1.2500E+01
3.8467E-02	1.2600E+01
3.6002E-02	1.2700E+01
3.3538E-02	1.2800E+01
3.1074E-02	1.2900E+01
2.8610E-02	1.3000E+01
2.6145E-02	1.3100E+01
2.3681E-02	1.3200E+01
2.1217E-02	1.3300E+01
1.8753E-02	1.3400E+01
1.6288E-02	1.3500E+01
1.3824E-02	1.3600E+01
1.1360E-02	1.3700E+01
8.8956E-03	1.3800E+01
6.4314E-03	1.3900E+01
3.9671E-03	1.4000E+01
1.5029E-03	1.4100E+01
0.0000E+00	1.4200E+01
0.0000E+00	1.4261E+01
