#Dirchilet BC  (from /Users/houben/phd/python/scripts/ogs5py/setup/1015_reali_14_stor_0.01_rech_whitenoise/transect_GROUNDWATER_FLOW_BC_ST.asc.bc file) 
#Total BC nodes  31
#Node index, name, x, y, z,   value: 
30277  HEAD 2.470000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30278  HEAD 2.480000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30279  HEAD 2.490000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30280  HEAD 2.500000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30281  HEAD 2.510000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30282  HEAD 2.520000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30283  HEAD 2.530000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30284  HEAD 2.540000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30285  HEAD 2.550000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30286  HEAD 2.560000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30287  HEAD 2.570000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30288  HEAD 2.580000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30289  HEAD 2.590000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30290  HEAD 2.600000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30291  HEAD 2.610000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30292  HEAD 2.620000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30293  HEAD 2.630000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30294  HEAD 2.640000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30295  HEAD 2.650000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30296  HEAD 2.660000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30297  HEAD 2.670000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30298  HEAD 2.680000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30299  HEAD 2.690000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30300  HEAD 2.700000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30301  HEAD 2.710000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30302  HEAD 2.720000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30303  HEAD 2.730000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30304  HEAD 2.740000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30305  HEAD 2.750000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30306  HEAD 2.760000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30307  HEAD 2.770000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30308  HEAD 2.780000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30309  HEAD 2.790000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30310  HEAD 2.800000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30311  HEAD 2.810000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30312  HEAD 2.820000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30313  HEAD 2.830000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30314  HEAD 2.840000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30315  HEAD 2.850000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30316  HEAD 2.860000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30317  HEAD 2.870000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30318  HEAD 2.880000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30319  HEAD 2.890000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30320  HEAD 2.900000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30321  HEAD 2.910000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30322  HEAD 2.920000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30323  HEAD 2.930000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30324  HEAD 2.940000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30325  HEAD 2.950000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30326  HEAD 2.960000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30327  HEAD 2.970000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30328  HEAD 2.980000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30329  HEAD 2.990000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30330  HEAD 3.000000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30331  HEAD 3.010000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30332  HEAD 3.020000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30333  HEAD 3.030000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30334  HEAD 3.040000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30335  HEAD 3.050000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30336  HEAD 3.060000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30337  HEAD 3.070000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30338  HEAD 3.080000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30339  HEAD 3.090000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30340  HEAD 3.100000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30341  HEAD 3.110000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30342  HEAD 3.120000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30343  HEAD 3.130000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30344  HEAD 3.140000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30345  HEAD 3.150000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30346  HEAD 3.160000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30347  HEAD 3.170000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30348  HEAD 3.180000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30349  HEAD 3.190000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30350  HEAD 3.200000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30351  HEAD 3.210000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30352  HEAD 3.220000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30353  HEAD 3.230000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30354  HEAD 3.240000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30355  HEAD 3.250000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30356  HEAD 3.260000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30357  HEAD 3.270000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30358  HEAD 3.280000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30359  HEAD 3.290000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30360  HEAD 3.300000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30361  HEAD 3.310000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30362  HEAD 3.320000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30363  HEAD 3.330000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30364  HEAD 3.340000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30365  HEAD 3.350000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30366  HEAD 3.360000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30367  HEAD 3.370000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30368  HEAD 3.380000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30369  HEAD 3.390000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30370  HEAD 3.400000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30371  HEAD 3.410000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30372  HEAD 3.420000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30373  HEAD 3.430000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30374  HEAD 3.440000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30375  HEAD 3.450000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30376  HEAD 3.460000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30377  HEAD 3.470000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30378  HEAD 3.480000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30379  HEAD 3.490000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30380  HEAD 3.500000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30381  HEAD 3.510000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30382  HEAD 3.520000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30383  HEAD 3.530000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30384  HEAD 3.540000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30385  HEAD 3.550000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30386  HEAD 3.560000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30387  HEAD 3.570000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30388  HEAD 3.580000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30389  HEAD 3.590000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30390  HEAD 3.600000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30391  HEAD 3.610000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30392  HEAD 3.620000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30393  HEAD 3.630000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30394  HEAD 3.640000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30395  HEAD 3.650000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30396  HEAD 3.660000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30397  HEAD 3.670000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30398  HEAD 3.680000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30399  HEAD 3.690000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30400  HEAD 3.700000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30401  HEAD 3.710000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30402  HEAD 3.720000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30403  HEAD 3.730000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30404  HEAD 3.740000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30405  HEAD 3.750000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30406  HEAD 3.760000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30407  HEAD 3.770000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30408  HEAD 3.780000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30409  HEAD 3.790000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30410  HEAD 3.800000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30411  HEAD 3.810000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30412  HEAD 3.820000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30413  HEAD 3.830000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30414  HEAD 3.840000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30415  HEAD 3.850000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30416  HEAD 3.860000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30417  HEAD 3.870000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30418  HEAD 3.880000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30419  HEAD 3.890000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30420  HEAD 3.900000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30421  HEAD 3.910000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30422  HEAD 3.920000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30423  HEAD 3.930000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30424  HEAD 3.940000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30425  HEAD 3.950000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30426  HEAD 3.960000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30427  HEAD 3.970000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30428  HEAD 3.980000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30429  HEAD 3.990000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30430  HEAD 4.000000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30431  HEAD 4.010000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30432  HEAD 4.020000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30433  HEAD 4.030000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30434  HEAD 4.040000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30435  HEAD 4.050000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30436  HEAD 4.060000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30437  HEAD 4.070000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30438  HEAD 4.080000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30439  HEAD 4.090000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30440  HEAD 4.100000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30441  HEAD 4.110000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30442  HEAD 4.120000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30443  HEAD 4.130000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30444  HEAD 4.140000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30445  HEAD 4.150000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30446  HEAD 4.160000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30447  HEAD 4.170000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30448  HEAD 4.180000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30449  HEAD 4.190000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30450  HEAD 4.200000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30451  HEAD 4.210000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30452  HEAD 4.220000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30453  HEAD 4.230000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30454  HEAD 4.240000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30455  HEAD 4.250000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30456  HEAD 4.260000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30457  HEAD 4.270000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30458  HEAD 4.280000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30459  HEAD 4.290000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30460  HEAD 4.300000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30461  HEAD 4.310000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30462  HEAD 4.320000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30463  HEAD 4.330000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30464  HEAD 4.340000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30465  HEAD 4.350000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30466  HEAD 4.360000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30467  HEAD 4.370000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30468  HEAD 4.380000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30469  HEAD 4.390000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30470  HEAD 4.400000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30471  HEAD 4.410000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30472  HEAD 4.420000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30473  HEAD 4.430000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30474  HEAD 4.440000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30475  HEAD 4.450000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30476  HEAD 4.460000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30477  HEAD 4.470000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30478  HEAD 4.480000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30479  HEAD 4.490000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30480  HEAD 4.500000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30481  HEAD 4.510000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30482  HEAD 4.520000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30483  HEAD 4.530000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30484  HEAD 4.540000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30485  HEAD 4.550000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30486  HEAD 4.560000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30487  HEAD 4.570000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30488  HEAD 4.580000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30489  HEAD 4.590000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30490  HEAD 4.600000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30491  HEAD 4.610000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30492  HEAD 4.620000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30493  HEAD 4.630000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30494  HEAD 4.640000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30495  HEAD 4.650000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30496  HEAD 4.660000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30497  HEAD 4.670000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30498  HEAD 4.680000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30499  HEAD 4.690000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30500  HEAD 4.700000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30501  HEAD 4.710000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30502  HEAD 4.720000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30503  HEAD 4.730000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30504  HEAD 4.740000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30505  HEAD 4.750000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30506  HEAD 4.760000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30507  HEAD 4.770000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30508  HEAD 4.780000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30509  HEAD 4.790000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30510  HEAD 4.800000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30511  HEAD 4.810000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30512  HEAD 4.820000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30513  HEAD 4.830000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30514  HEAD 4.840000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30515  HEAD 4.850000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30516  HEAD 4.860000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30517  HEAD 4.870000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30518  HEAD 4.880000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30519  HEAD 4.890000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30520  HEAD 4.900000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30521  HEAD 4.910000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30522  HEAD 4.920000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30523  HEAD 4.930000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30524  HEAD 4.940000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30525  HEAD 4.950000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30526  HEAD 4.960000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30527  HEAD 4.970000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30528  HEAD 4.980000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30529  HEAD 4.990000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30530  HEAD 5.000000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30531  HEAD 5.010000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30532  HEAD 5.020000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30533  HEAD 5.030000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30534  HEAD 5.040000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30535  HEAD 5.050000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30536  HEAD 5.060000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30537  HEAD 5.070000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30538  HEAD 5.080000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30539  HEAD 5.090000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30540  HEAD 5.100000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30541  HEAD 5.110000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30542  HEAD 5.120000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30543  HEAD 5.130000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30544  HEAD 5.140000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30545  HEAD 5.150000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30546  HEAD 5.160000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30547  HEAD 5.170000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30548  HEAD 5.180000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30549  HEAD 5.190000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30550  HEAD 5.200000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30551  HEAD 5.210000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30552  HEAD 5.220000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30553  HEAD 5.230000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30554  HEAD 5.240000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30555  HEAD 5.250000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30556  HEAD 5.260000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30557  HEAD 5.270000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30558  HEAD 5.280000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30559  HEAD 5.290000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30560  HEAD 5.300000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30561  HEAD 5.310000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30562  HEAD 5.320000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30563  HEAD 5.330000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30564  HEAD 5.340000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
30565  HEAD 5.350000000000e+02 0.000000000000e+00 3.000000000000e+01 5.769610316083e-09
