 Hydraulic head for Test 3  Transient, leaky, rainfall                          
         time     x-coord.            H
   1.6416E+06   4.1000E+02   3.4986E+01
   1.6416E+06   4.2000E+02   3.4986E+01
   1.6416E+06   4.3000E+02   3.4986E+01
   1.6416E+06   4.4000E+02   3.4986E+01
   1.6416E+06   4.5000E+02   3.4986E+01
   1.6416E+06   4.6000E+02   3.4986E+01
   1.6416E+06   4.7000E+02   3.4986E+01
   1.6416E+06   4.8000E+02   3.4986E+01
   1.6416E+06   4.9000E+02   3.4986E+01
   1.6416E+06   5.0000E+02   3.4986E+01
   1.6416E+06   5.1000E+02   3.4986E+01
   1.6416E+06   5.2000E+02   3.4986E+01
   1.6416E+06   5.3000E+02   3.4986E+01
   1.6416E+06   5.4000E+02   3.4986E+01
   1.6416E+06   5.5000E+02   3.4986E+01
   1.6416E+06   5.6000E+02   3.4986E+01
   1.6416E+06   5.7000E+02   3.4986E+01
   1.6416E+06   5.8000E+02   3.4986E+01
   1.6416E+06   5.9000E+02   3.4986E+01
   1.6416E+06   6.0000E+02   3.4986E+01
   1.6416E+06   6.1000E+02   3.4986E+01
   1.6416E+06   6.2000E+02   3.4986E+01
   1.6416E+06   6.3000E+02   3.4986E+01
   1.6416E+06   6.4000E+02   3.4986E+01
   1.6416E+06   6.5000E+02   3.4986E+01
   1.6416E+06   6.6000E+02   3.4986E+01
   1.6416E+06   6.7000E+02   3.4986E+01
   1.6416E+06   6.8000E+02   3.4986E+01
   1.6416E+06   6.9000E+02   3.4986E+01
   1.6416E+06   7.0000E+02   3.4986E+01
   1.6416E+06   7.1000E+02   3.4986E+01
   1.6416E+06   7.2000E+02   3.4986E+01
   1.6416E+06   7.3000E+02   3.4986E+01
   1.6416E+06   7.4000E+02   3.4986E+01
   1.6416E+06   7.5000E+02   3.4986E+01
   1.6416E+06   7.6000E+02   3.4986E+01
   1.6416E+06   7.7000E+02   3.4986E+01
   1.6416E+06   7.8000E+02   3.4986E+01
   1.6416E+06   7.9000E+02   3.4986E+01
   1.6416E+06   8.0000E+02   3.4986E+01
   1.6416E+06   8.1000E+02   3.4986E+01
   1.6416E+06   8.2000E+02   3.4986E+01
   1.6416E+06   8.3000E+02   3.4986E+01
   1.6416E+06   8.4000E+02   3.4986E+01
   1.6416E+06   8.5000E+02   3.4986E+01
   1.6416E+06   8.6000E+02   3.4986E+01
   1.6416E+06   8.7000E+02   3.4986E+01
   1.6416E+06   8.8000E+02   3.4986E+01
   1.6416E+06   8.9000E+02   3.4986E+01
   1.6416E+06   9.0000E+02   3.4984E+01
   1.6416E+06   9.1000E+02   3.4982E+01
   1.6416E+06   9.2000E+02   3.4973E+01
   1.6416E+06   9.3000E+02   3.4952E+01
   1.6416E+06   9.4000E+02   3.4900E+01
   1.6416E+06   9.5000E+02   3.4783E+01
   1.6416E+06   9.6000E+02   3.4536E+01
   1.6416E+06   9.7000E+02   3.4071E+01
   1.6416E+06   9.8000E+02   3.3263E+01
   1.6416E+06   9.9000E+02   3.1932E+01
   1.6416E+06   1.0000E+03   3.0000E+01
   1.7280E+06   0.0000E+00   3.5208E+01
   1.7280E+06   1.0000E+01   3.5208E+01
   1.7280E+06   2.0000E+01   3.5208E+01
   1.7280E+06   3.0000E+01   3.5208E+01
   1.7280E+06   4.0000E+01   3.5208E+01
   1.7280E+06   5.0000E+01   3.5208E+01
   1.7280E+06   6.0000E+01   3.5208E+01
   1.7280E+06   7.0000E+01   3.5208E+01
   1.7280E+06   8.0000E+01   3.5208E+01
   1.7280E+06   9.0000E+01   3.5208E+01
   1.7280E+06   1.0000E+02   3.5208E+01
   1.7280E+06   1.1000E+02   3.5208E+01
   1.7280E+06   1.2000E+02   3.5208E+01
   1.7280E+06   1.3000E+02   3.5208E+01
   1.7280E+06   1.4000E+02   3.5208E+01
   1.7280E+06   1.5000E+02   3.5208E+01
   1.7280E+06   1.6000E+02   3.5208E+01
   1.7280E+06   1.7000E+02   3.5208E+01
   1.7280E+06   1.8000E+02   3.5208E+01
   1.7280E+06   1.9000E+02   3.5208E+01
   1.7280E+06   2.0000E+02   3.5208E+01
   1.7280E+06   2.1000E+02   3.5208E+01
   1.7280E+06   2.2000E+02   3.5208E+01
   1.7280E+06   2.3000E+02   3.5208E+01
   1.7280E+06   2.4000E+02   3.5208E+01
   1.7280E+06   2.5000E+02   3.5208E+01
   1.7280E+06   2.6000E+02   3.5208E+01
   1.7280E+06   2.7000E+02   3.5208E+01
   1.7280E+06   2.8000E+02   3.5208E+01
   1.7280E+06   2.9000E+02   3.5208E+01
   1.7280E+06   3.0000E+02   3.5208E+01
   1.7280E+06   3.1000E+02   3.5208E+01
   1.7280E+06   3.2000E+02   3.5208E+01
   1.7280E+06   3.3000E+02   3.5208E+01
   1.7280E+06   3.4000E+02   3.5208E+01
   1.7280E+06   3.5000E+02   3.5208E+01
   1.7280E+06   3.6000E+02   3.5208E+01
   1.7280E+06   3.7000E+02   3.5208E+01
   1.7280E+06   3.8000E+02   3.5208E+01
   1.7280E+06   3.9000E+02   3.5208E+01
   1.7280E+06   4.0000E+02   3.5208E+01
   1.7280E+06   4.1000E+02   3.5208E+01
   1.7280E+06   4.2000E+02   3.5208E+01
   1.7280E+06   4.3000E+02   3.5208E+01
   1.7280E+06   4.4000E+02   3.5208E+01
   1.7280E+06   4.5000E+02   3.5208E+01
   1.7280E+06   4.6000E+02   3.5208E+01
   1.7280E+06   4.7000E+02   3.5208E+01
   1.7280E+06   4.8000E+02   3.5208E+01
   1.7280E+06   4.9000E+02   3.5208E+01
   1.7280E+06   5.0000E+02   3.5208E+01
   1.7280E+06   5.1000E+02   3.5208E+01
   1.7280E+06   5.2000E+02   3.5208E+01
   1.7280E+06   5.3000E+02   3.5208E+01
   1.7280E+06   5.4000E+02   3.5208E+01
   1.7280E+06   5.5000E+02   3.5208E+01
   1.7280E+06   5.6000E+02   3.5208E+01
   1.7280E+06   5.7000E+02   3.5208E+01
   1.7280E+06   5.8000E+02   3.5208E+01
   1.7280E+06   5.9000E+02   3.5208E+01
   1.7280E+06   6.0000E+02   3.5207E+01
   1.7280E+06   6.1000E+02   3.5208E+01
   1.7280E+06   6.2000E+02   3.5208E+01
   1.7280E+06   6.3000E+02   3.5208E+01
   1.7280E+06   6.4000E+02   3.5208E+01
   1.7280E+06   6.5000E+02   3.5208E+01
   1.7280E+06   6.6000E+02   3.5208E+01
   1.7280E+06   6.7000E+02   3.5207E+01
   1.7280E+06   6.8000E+02   3.5208E+01
   1.7280E+06   6.9000E+02   3.5208E+01
   1.7280E+06   7.0000E+02   3.5207E+01
   1.7280E+06   7.1000E+02   3.5208E+01
   1.7280E+06   7.2000E+02   3.5208E+01
   1.7280E+06   7.3000E+02   3.5207E+01
   1.7280E+06   7.4000E+02   3.5208E+01
   1.7280E+06   7.5000E+02   3.5208E+01
   1.7280E+06   7.6000E+02   3.5208E+01
   1.7280E+06   7.7000E+02   3.5207E+01
   1.7280E+06   7.8000E+02   3.5208E+01
   1.7280E+06   7.9000E+02   3.5208E+01
   1.7280E+06   8.0000E+02   3.5207E+01
   1.7280E+06   8.1000E+02   3.5208E+01
   1.7280E+06   8.2000E+02   3.5208E+01
   1.7280E+06   8.3000E+02   3.5207E+01
   1.7280E+06   8.4000E+02   3.5208E+01
   1.7280E+06   8.5000E+02   3.5208E+01
   1.7280E+06   8.6000E+02   3.5208E+01
   1.7280E+06   8.7000E+02   3.5207E+01
   1.7280E+06   8.8000E+02   3.5208E+01
   1.7280E+06   8.9000E+02   3.5207E+01
   1.7280E+06   9.0000E+02   3.5205E+01
   1.7280E+06   9.1000E+02   3.5201E+01
   1.7280E+06   9.2000E+02   3.5191E+01
   1.7280E+06   9.3000E+02   3.5163E+01
   1.7280E+06   9.4000E+02   3.5101E+01
   1.7280E+06   9.5000E+02   3.4965E+01
   1.7280E+06   9.6000E+02   3.4690E+01
   1.7280E+06   9.7000E+02   3.4186E+01
   1.7280E+06   9.8000E+02   3.3330E+01
   1.7280E+06   9.9000E+02   3.1971E+01
   1.7280E+06   1.0000E+03   3.0000E+01
   1.8144E+06   0.0000E+00   3.5419E+01
   1.8144E+06   1.0000E+01   3.5419E+01
   1.8144E+06   2.0000E+01   3.5419E+01
   1.8144E+06   3.0000E+01   3.5419E+01
   1.8144E+06   4.0000E+01   3.5419E+01
   1.8144E+06   5.0000E+01   3.5419E+01
   1.8144E+06   6.0000E+01   3.5419E+01
   1.8144E+06   7.0000E+01   3.5419E+01
   1.8144E+06   8.0000E+01   3.5419E+01
   1.8144E+06   9.0000E+01   3.5419E+01
   1.8144E+06   1.0000E+02   3.5419E+01
   1.8144E+06   1.1000E+02   3.5419E+01
   1.8144E+06   1.2000E+02   3.5419E+01
   1.8144E+06   1.3000E+02   3.5419E+01
   1.8144E+06   1.4000E+02   3.5419E+01
   1.8144E+06   1.5000E+02   3.5419E+01
   1.8144E+06   1.6000E+02   3.5419E+01
   1.8144E+06   1.7000E+02   3.5419E+01
   1.8144E+06   1.8000E+02   3.5419E+01
   1.8144E+06   1.9000E+02   3.5419E+01
   1.8144E+06   2.0000E+02   3.5419E+01
   1.8144E+06   2.1000E+02   3.5419E+01
   1.8144E+06   2.2000E+02   3.5419E+01
   1.8144E+06   2.3000E+02   3.5419E+01
   1.8144E+06   2.4000E+02   3.5419E+01
   1.8144E+06   2.5000E+02   3.5419E+01
   1.8144E+06   2.6000E+02   3.5419E+01
   1.8144E+06   2.7000E+02   3.5419E+01
   1.8144E+06   2.8000E+02   3.5419E+01
   1.8144E+06   2.9000E+02   3.5419E+01
   1.8144E+06   3.0000E+02   3.5419E+01
   1.8144E+06   3.1000E+02   3.5419E+01
   1.8144E+06   3.2000E+02   3.5419E+01
   1.8144E+06   3.3000E+02   3.5419E+01
   1.8144E+06   3.4000E+02   3.5419E+01
   1.8144E+06   3.5000E+02   3.5419E+01
   1.8144E+06   3.6000E+02   3.5419E+01
   1.8144E+06   3.7000E+02   3.5419E+01
   1.8144E+06   3.8000E+02   3.5419E+01
   1.8144E+06   3.9000E+02   3.5419E+01
   1.8144E+06   4.0000E+02   3.5419E+01
   1.8144E+06   4.1000E+02   3.5419E+01
   1.8144E+06   4.2000E+02   3.5419E+01
   1.8144E+06   4.3000E+02   3.5419E+01
   1.8144E+06   4.4000E+02   3.5419E+01
   1.8144E+06   4.5000E+02   3.5419E+01
   1.8144E+06   4.6000E+02   3.5419E+01
   1.8144E+06   4.7000E+02   3.5419E+01
   1.8144E+06   4.8000E+02   3.5419E+01
   1.8144E+06   4.9000E+02   3.5419E+01
   1.8144E+06   5.0000E+02   3.5419E+01
   1.8144E+06   5.1000E+02   3.5419E+01
   1.8144E+06   5.2000E+02   3.5419E+01
   1.8144E+06   5.3000E+02   3.5419E+01
   1.8144E+06   5.4000E+02   3.5419E+01
   1.8144E+06   5.5000E+02   3.5419E+01
   1.8144E+06   5.6000E+02   3.5419E+01
   1.8144E+06   5.7000E+02   3.5419E+01
   1.8144E+06   5.8000E+02   3.5419E+01
   1.8144E+06   5.9000E+02   3.5419E+01
   1.8144E+06   6.0000E+02   3.5419E+01
   1.8144E+06   6.1000E+02   3.5419E+01
   1.8144E+06   6.2000E+02   3.5419E+01
   1.8144E+06   6.3000E+02   3.5419E+01
   1.8144E+06   6.4000E+02   3.5419E+01
   1.8144E+06   6.5000E+02   3.5419E+01
   1.8144E+06   6.6000E+02   3.5419E+01
   1.8144E+06   6.7000E+02   3.5419E+01
   1.8144E+06   6.8000E+02   3.5419E+01
   1.8144E+06   6.9000E+02   3.5419E+01
   1.8144E+06   7.0000E+02   3.5419E+01
   1.8144E+06   7.1000E+02   3.5419E+01
   1.8144E+06   7.2000E+02   3.5419E+01
   1.8144E+06   7.3000E+02   3.5419E+01
   1.8144E+06   7.4000E+02   3.5419E+01
   1.8144E+06   7.5000E+02   3.5419E+01
   1.8144E+06   7.6000E+02   3.5419E+01
   1.8144E+06   7.7000E+02   3.5419E+01
   1.8144E+06   7.8000E+02   3.5419E+01
   1.8144E+06   7.9000E+02   3.5419E+01
   1.8144E+06   8.0000E+02   3.5419E+01
   1.8144E+06   8.1000E+02   3.5419E+01
   1.8144E+06   8.2000E+02   3.5419E+01
   1.8144E+06   8.3000E+02   3.5419E+01
   1.8144E+06   8.4000E+02   3.5419E+01
   1.8144E+06   8.5000E+02   3.5420E+01
   1.8144E+06   8.6000E+02   3.5419E+01
   1.8144E+06   8.7000E+02   3.5419E+01
   1.8144E+06   8.8000E+02   3.5419E+01
   1.8144E+06   8.9000E+02   3.5418E+01
   1.8144E+06   9.0000E+02   3.5416E+01
   1.8144E+06   9.1000E+02   3.5411E+01
   1.8144E+06   9.2000E+02   3.5398E+01
   1.8144E+06   9.3000E+02   3.5364E+01
   1.8144E+06   9.4000E+02   3.5289E+01
   1.8144E+06   9.5000E+02   3.5135E+01
   1.8144E+06   9.6000E+02   3.4832E+01
   1.8144E+06   9.7000E+02   3.4289E+01
   1.8144E+06   9.8000E+02   3.3390E+01
   1.8144E+06   9.9000E+02   3.1999E+01
   1.8144E+06   1.0000E+03   3.0000E+01
   1.9008E+06   0.0000E+00   3.5419E+01
   1.9008E+06   1.0000E+01   3.5419E+01
   1.9008E+06   2.0000E+01   3.5419E+01
   1.9008E+06   3.0000E+01   3.5419E+01
   1.9008E+06   4.0000E+01   3.5419E+01
   1.9008E+06   5.0000E+01   3.5419E+01
   1.9008E+06   6.0000E+01   3.5419E+01
   1.9008E+06   7.0000E+01   3.5419E+01
   1.9008E+06   8.0000E+01   3.5419E+01
   1.9008E+06   9.0000E+01   3.5419E+01
   1.9008E+06   1.0000E+02   3.5419E+01
   1.9008E+06   1.1000E+02   3.5419E+01
   1.9008E+06   1.2000E+02   3.5419E+01
   1.9008E+06   1.3000E+02   3.5419E+01
   1.9008E+06   1.4000E+02   3.5419E+01
   1.9008E+06   1.5000E+02   3.5419E+01
   1.9008E+06   1.6000E+02   3.5419E+01
   1.9008E+06   1.7000E+02   3.5419E+01
   1.9008E+06   1.8000E+02   3.5419E+01
   1.9008E+06   1.9000E+02   3.5419E+01
   1.9008E+06   2.0000E+02   3.5419E+01
   1.9008E+06   2.1000E+02   3.5419E+01
   1.9008E+06   2.2000E+02   3.5419E+01
   1.9008E+06   2.3000E+02   3.5419E+01
   1.9008E+06   2.4000E+02   3.5419E+01
   1.9008E+06   2.5000E+02   3.5419E+01
   1.9008E+06   2.6000E+02   3.5419E+01
   1.9008E+06   2.7000E+02   3.5419E+01
   1.9008E+06   2.8000E+02   3.5419E+01
   1.9008E+06   2.9000E+02   3.5419E+01
   1.9008E+06   3.0000E+02   3.5419E+01
   1.9008E+06   3.1000E+02   3.5419E+01
   1.9008E+06   3.2000E+02   3.5419E+01
   1.9008E+06   3.3000E+02   3.5419E+01
   1.9008E+06   3.4000E+02   3.5419E+01
   1.9008E+06   3.5000E+02   3.5419E+01
   1.9008E+06   3.6000E+02   3.5419E+01
   1.9008E+06   3.7000E+02   3.5419E+01
   1.9008E+06   3.8000E+02   3.5419E+01
   1.9008E+06   3.9000E+02   3.5419E+01
   1.9008E+06   4.0000E+02   3.5419E+01
   1.9008E+06   4.1000E+02   3.5419E+01
   1.9008E+06   4.2000E+02   3.5419E+01
   1.9008E+06   4.3000E+02   3.5419E+01
   1.9008E+06   4.4000E+02   3.5419E+01
   1.9008E+06   4.5000E+02   3.5419E+01
   1.9008E+06   4.6000E+02   3.5419E+01
   1.9008E+06   4.7000E+02   3.5419E+01
   1.9008E+06   4.8000E+02   3.5419E+01
   1.9008E+06   4.9000E+02   3.5419E+01
   1.9008E+06   5.0000E+02   3.5419E+01
   1.9008E+06   5.1000E+02   3.5419E+01
   1.9008E+06   5.2000E+02   3.5419E+01
   1.9008E+06   5.3000E+02   3.5419E+01
   1.9008E+06   5.4000E+02   3.5419E+01
   1.9008E+06   5.5000E+02   3.5419E+01
   1.9008E+06   5.6000E+02   3.5419E+01
   1.9008E+06   5.7000E+02   3.5419E+01
   1.9008E+06   5.8000E+02   3.5419E+01
   1.9008E+06   5.9000E+02   3.5419E+01
   1.9008E+06   6.0000E+02   3.5419E+01
   1.9008E+06   6.1000E+02   3.5419E+01
   1.9008E+06   6.2000E+02   3.5419E+01
   1.9008E+06   6.3000E+02   3.5419E+01
   1.9008E+06   6.4000E+02   3.5419E+01
   1.9008E+06   6.5000E+02   3.5419E+01
   1.9008E+06   6.6000E+02   3.5419E+01
   1.9008E+06   6.7000E+02   3.5419E+01
   1.9008E+06   6.8000E+02   3.5419E+01
   1.9008E+06   6.9000E+02   3.5419E+01
   1.9008E+06   7.0000E+02   3.5419E+01
   1.9008E+06   7.1000E+02   3.5419E+01
   1.9008E+06   7.2000E+02   3.5419E+01
   1.9008E+06   7.3000E+02   3.5419E+01
   1.9008E+06   7.4000E+02   3.5419E+01
   1.9008E+06   7.5000E+02   3.5419E+01
   1.9008E+06   7.6000E+02   3.5419E+01
   1.9008E+06   7.7000E+02   3.5419E+01
   1.9008E+06   7.8000E+02   3.5419E+01
   1.9008E+06   7.9000E+02   3.5419E+01
   1.9008E+06   8.0000E+02   3.5419E+01
   1.9008E+06   8.1000E+02   3.5419E+01
   1.9008E+06   8.2000E+02   3.5419E+01
   1.9008E+06   8.3000E+02   3.5419E+01
   1.9008E+06   8.4000E+02   3.5419E+01
   1.9008E+06   8.5000E+02   3.5419E+01
   1.9008E+06   8.6000E+02   3.5419E+01
   1.9008E+06   8.7000E+02   3.5419E+01
   1.9008E+06   8.8000E+02   3.5419E+01
   1.9008E+06   8.9000E+02   3.5418E+01
   1.9008E+06   9.0000E+02   3.5415E+01
   1.9008E+06   9.1000E+02   3.5409E+01
   1.9008E+06   9.2000E+02   3.5391E+01
   1.9008E+06   9.3000E+02   3.5351E+01
   1.9008E+06   9.4000E+02   3.5265E+01
   1.9008E+06   9.5000E+02   3.5088E+01
   1.9008E+06   9.6000E+02   3.4760E+01
   1.9008E+06   9.7000E+02   3.4181E+01
   1.9008E+06   9.8000E+02   3.3242E+01
   1.9008E+06   9.9000E+02   3.1830E+01
   1.9008E+06   1.0000E+03   3.0000E+01
   1.9872E+06   0.0000E+00   3.5419E+01
   1.9872E+06   1.0000E+01   3.5419E+01
   1.9872E+06   2.0000E+01   3.5419E+01
   1.9872E+06   3.0000E+01   3.5419E+01
   1.9872E+06   4.0000E+01   3.5419E+01
   1.9872E+06   5.0000E+01   3.5419E+01
   1.9872E+06   6.0000E+01   3.5419E+01
   1.9872E+06   7.0000E+01   3.5419E+01
   1.9872E+06   8.0000E+01   3.5419E+01
   1.9872E+06   9.0000E+01   3.5419E+01
   1.9872E+06   1.0000E+02   3.5419E+01
   1.9872E+06   1.1000E+02   3.5419E+01
   1.9872E+06   1.2000E+02   3.5419E+01
   1.9872E+06   1.3000E+02   3.5419E+01
   1.9872E+06   1.4000E+02   3.5419E+01
   1.9872E+06   1.5000E+02   3.5419E+01
   1.9872E+06   1.6000E+02   3.5419E+01
   1.9872E+06   1.7000E+02   3.5419E+01
   1.9872E+06   1.8000E+02   3.5419E+01
   1.9872E+06   1.9000E+02   3.5419E+01
   1.9872E+06   2.0000E+02   3.5419E+01
   1.9872E+06   2.1000E+02   3.5419E+01
   1.9872E+06   2.2000E+02   3.5419E+01
   1.9872E+06   2.3000E+02   3.5419E+01
   1.9872E+06   2.4000E+02   3.5419E+01
   1.9872E+06   2.5000E+02   3.5419E+01
   1.9872E+06   2.6000E+02   3.5419E+01
   1.9872E+06   2.7000E+02   3.5419E+01
   1.9872E+06   2.8000E+02   3.5419E+01
   1.9872E+06   2.9000E+02   3.5419E+01
   1.9872E+06   3.0000E+02   3.5419E+01
   1.9872E+06   3.1000E+02   3.5419E+01
   1.9872E+06   3.2000E+02   3.5419E+01
   1.9872E+06   3.3000E+02   3.5419E+01
   1.9872E+06   3.4000E+02   3.5419E+01
   1.9872E+06   3.5000E+02   3.5419E+01
   1.9872E+06   3.6000E+02   3.5419E+01
   1.9872E+06   3.7000E+02   3.5419E+01
   1.9872E+06   3.8000E+02   3.5419E+01
   1.9872E+06   3.9000E+02   3.5419E+01
   1.9872E+06   4.0000E+02   3.5419E+01
   1.9872E+06   4.1000E+02   3.5419E+01
   1.9872E+06   4.2000E+02   3.5419E+01
   1.9872E+06   4.3000E+02   3.5419E+01
   1.9872E+06   4.4000E+02   3.5419E+01
   1.9872E+06   4.5000E+02   3.5419E+01
   1.9872E+06   4.6000E+02   3.5419E+01
   1.9872E+06   4.7000E+02   3.5419E+01
   1.9872E+06   4.8000E+02   3.5419E+01
   1.9872E+06   4.9000E+02   3.5419E+01
   1.9872E+06   5.0000E+02   3.5419E+01
   1.9872E+06   5.1000E+02   3.5419E+01
   1.9872E+06   5.2000E+02   3.5419E+01
   1.9872E+06   5.3000E+02   3.5419E+01
   1.9872E+06   5.4000E+02   3.5419E+01
   1.9872E+06   5.5000E+02   3.5419E+01
   1.9872E+06   5.6000E+02   3.5419E+01
   1.9872E+06   5.7000E+02   3.5419E+01
   1.9872E+06   5.8000E+02   3.5419E+01
   1.9872E+06   5.9000E+02   3.5419E+01
   1.9872E+06   6.0000E+02   3.5419E+01
   1.9872E+06   6.1000E+02   3.5419E+01
   1.9872E+06   6.2000E+02   3.5419E+01
   1.9872E+06   6.3000E+02   3.5419E+01
   1.9872E+06   6.4000E+02   3.5419E+01
   1.9872E+06   6.5000E+02   3.5419E+01
   1.9872E+06   6.6000E+02   3.5419E+01
   1.9872E+06   6.7000E+02   3.5419E+01
   1.9872E+06   6.8000E+02   3.5419E+01
   1.9872E+06   6.9000E+02   3.5419E+01
   1.9872E+06   7.0000E+02   3.5419E+01
   1.9872E+06   7.1000E+02   3.5419E+01
   1.9872E+06   7.2000E+02   3.5419E+01
   1.9872E+06   7.3000E+02   3.5419E+01
   1.9872E+06   7.4000E+02   3.5419E+01
   1.9872E+06   7.5000E+02   3.5419E+01
   1.9872E+06   7.6000E+02   3.5419E+01
   1.9872E+06   7.7000E+02   3.5419E+01
   1.9872E+06   7.8000E+02   3.5419E+01
   1.9872E+06   7.9000E+02   3.5419E+01
   1.9872E+06   8.0000E+02   3.5419E+01
   1.9872E+06   8.1000E+02   3.5419E+01
   1.9872E+06   8.2000E+02   3.5419E+01
   1.9872E+06   8.3000E+02   3.5419E+01
   1.9872E+06   8.4000E+02   3.5419E+01
   1.9872E+06   8.5000E+02   3.5419E+01
   1.9872E+06   8.6000E+02   3.5419E+01
   1.9872E+06   8.7000E+02   3.5419E+01
   1.9872E+06   8.8000E+02   3.5419E+01
   1.9872E+06   8.9000E+02   3.5417E+01
   1.9872E+06   9.0000E+02   3.5414E+01
   1.9872E+06   9.1000E+02   3.5405E+01
   1.9872E+06   9.2000E+02   3.5384E+01
   1.9872E+06   9.3000E+02   3.5337E+01
   1.9872E+06   9.4000E+02   3.5237E+01
   1.9872E+06   9.5000E+02   3.5042E+01
   1.9872E+06   9.6000E+02   3.4684E+01
   1.9872E+06   9.7000E+02   3.4072E+01
   1.9872E+06   9.8000E+02   3.3102E+01
   1.9872E+06   9.9000E+02   3.1711E+01
   1.9872E+06   1.0000E+03   3.0000E+01
   2.0736E+06   0.0000E+00   3.6280E+01
   2.0736E+06   1.0000E+01   3.6280E+01
   2.0736E+06   2.0000E+01   3.6280E+01
   2.0736E+06   3.0000E+01   3.6280E+01
   2.0736E+06   4.0000E+01   3.6280E+01
   2.0736E+06   5.0000E+01   3.6281E+01
   2.0736E+06   6.0000E+01   3.6280E+01
   2.0736E+06   7.0000E+01   3.6280E+01
   2.0736E+06   8.0000E+01   3.6280E+01
   2.0736E+06   9.0000E+01   3.6280E+01
   2.0736E+06   1.0000E+02   3.6280E+01
   2.0736E+06   1.1000E+02   3.6280E+01
   2.0736E+06   1.2000E+02   3.6280E+01
   2.0736E+06   1.3000E+02   3.6280E+01
   2.0736E+06   1.4000E+02   3.6280E+01
   2.0736E+06   1.5000E+02   3.6281E+01
   2.0736E+06   1.6000E+02   3.6280E+01
   2.0736E+06   1.7000E+02   3.6280E+01
   2.0736E+06   1.8000E+02   3.6280E+01
   2.0736E+06   1.9000E+02   3.6280E+01
   2.0736E+06   2.0000E+02   3.6280E+01
   2.0736E+06   2.1000E+02   3.6280E+01
   2.0736E+06   2.2000E+02   3.6280E+01
   2.0736E+06   2.3000E+02   3.6280E+01
   2.0736E+06   2.4000E+02   3.6280E+01
   2.0736E+06   2.5000E+02   3.6281E+01
   2.0736E+06   2.6000E+02   3.6280E+01
   2.0736E+06   2.7000E+02   3.6280E+01
   2.0736E+06   2.8000E+02   3.6280E+01
   2.0736E+06   2.9000E+02   3.6280E+01
   2.0736E+06   3.0000E+02   3.6280E+01
   2.0736E+06   3.1000E+02   3.6280E+01
   2.0736E+06   3.2000E+02   3.6280E+01
   2.0736E+06   3.3000E+02   3.6280E+01
   2.0736E+06   3.4000E+02   3.6281E+01
   2.0736E+06   3.5000E+02   3.6281E+01
   2.0736E+06   3.6000E+02   3.6281E+01
   2.0736E+06   3.7000E+02   3.6280E+01
   2.0736E+06   3.8000E+02   3.6280E+01
   2.0736E+06   3.9000E+02   3.6280E+01
   2.0736E+06   4.0000E+02   3.6280E+01
   2.0736E+06   4.1000E+02   3.6280E+01
   2.0736E+06   4.2000E+02   3.6280E+01
   2.0736E+06   4.3000E+02   3.6280E+01
   2.0736E+06   4.4000E+02   3.6281E+01
   2.0736E+06   4.5000E+02   3.6281E+01
   2.0736E+06   4.6000E+02   3.6281E+01
   2.0736E+06   4.7000E+02   3.6280E+01
   2.0736E+06   4.8000E+02   3.6280E+01
   2.0736E+06   4.9000E+02   3.6280E+01
   2.0736E+06   5.0000E+02   3.6280E+01
   2.0736E+06   5.1000E+02   3.6280E+01
   2.0736E+06   5.2000E+02   3.6280E+01
   2.0736E+06   5.3000E+02   3.6280E+01
   2.0736E+06   5.4000E+02   3.6281E+01
   2.0736E+06   5.5000E+02   3.6281E+01
   2.0736E+06   5.6000E+02   3.6281E+01
   2.0736E+06   5.7000E+02   3.6280E+01
   2.0736E+06   5.8000E+02   3.6280E+01
   2.0736E+06   5.9000E+02   3.6280E+01
   2.0736E+06   6.0000E+02   3.6280E+01
   2.0736E+06   6.1000E+02   3.6280E+01
   2.0736E+06   6.2000E+02   3.6280E+01
   2.0736E+06   6.3000E+02   3.6280E+01
   2.0736E+06   6.4000E+02   3.6281E+01
   2.0736E+06   6.5000E+02   3.6281E+01
   2.0736E+06   6.6000E+02   3.6281E+01
   2.0736E+06   6.7000E+02   3.6280E+01
   2.0736E+06   6.8000E+02   3.6280E+01
   2.0736E+06   6.9000E+02   3.6280E+01
   2.0736E+06   7.0000E+02   3.6280E+01
   2.0736E+06   7.1000E+02   3.6280E+01
   2.0736E+06   7.2000E+02   3.6280E+01
   2.0736E+06   7.3000E+02   3.6280E+01
   2.0736E+06   7.4000E+02   3.6281E+01
   2.0736E+06   7.5000E+02   3.6281E+01
   2.0736E+06   7.6000E+02   3.6281E+01
   2.0736E+06   7.7000E+02   3.6280E+01
   2.0736E+06   7.8000E+02   3.6280E+01
   2.0736E+06   7.9000E+02   3.6280E+01
   2.0736E+06   8.0000E+02   3.6280E+01
   2.0736E+06   8.1000E+02   3.6280E+01
   2.0736E+06   8.2000E+02   3.6280E+01
   2.0736E+06   8.3000E+02   3.6281E+01
   2.0736E+06   8.4000E+02   3.6281E+01
   2.0736E+06   8.5000E+02   3.6281E+01
   2.0736E+06   8.6000E+02   3.6281E+01
   2.0736E+06   8.7000E+02   3.6280E+01
   2.0736E+06   8.8000E+02   3.6279E+01
   2.0736E+06   8.9000E+02   3.6277E+01
   2.0736E+06   9.0000E+02   3.6273E+01
   2.0736E+06   9.1000E+02   3.6262E+01
   2.0736E+06   9.2000E+02   3.6237E+01
   2.0736E+06   9.3000E+02   3.6182E+01
