 Hydraulic head for Test 3  Transient, leaky, rainfall                          
         time     x-coord.            H
   4.4064E+06   2.9000E+02   4.5267E+01
   4.4064E+06   3.0000E+02   4.5267E+01
   4.4064E+06   3.1000E+02   4.5267E+01
   4.4064E+06   3.2000E+02   4.5267E+01
   4.4064E+06   3.3000E+02   4.5267E+01
   4.4064E+06   3.4000E+02   4.5267E+01
   4.4064E+06   3.5000E+02   4.5267E+01
   4.4064E+06   3.6000E+02   4.5267E+01
   4.4064E+06   3.7000E+02   4.5267E+01
   4.4064E+06   3.8000E+02   4.5267E+01
   4.4064E+06   3.9000E+02   4.5267E+01
   4.4064E+06   4.0000E+02   4.5267E+01
   4.4064E+06   4.1000E+02   4.5267E+01
   4.4064E+06   4.2000E+02   4.5267E+01
   4.4064E+06   4.3000E+02   4.5267E+01
   4.4064E+06   4.4000E+02   4.5267E+01
   4.4064E+06   4.5000E+02   4.5267E+01
   4.4064E+06   4.6000E+02   4.5267E+01
   4.4064E+06   4.7000E+02   4.5267E+01
   4.4064E+06   4.8000E+02   4.5267E+01
   4.4064E+06   4.9000E+02   4.5267E+01
   4.4064E+06   5.0000E+02   4.5266E+01
   4.4064E+06   5.1000E+02   4.5267E+01
   4.4064E+06   5.2000E+02   4.5267E+01
   4.4064E+06   5.3000E+02   4.5267E+01
   4.4064E+06   5.4000E+02   4.5267E+01
   4.4064E+06   5.5000E+02   4.5267E+01
   4.4064E+06   5.6000E+02   4.5267E+01
   4.4064E+06   5.7000E+02   4.5266E+01
   4.4064E+06   5.8000E+02   4.5267E+01
   4.4064E+06   5.9000E+02   4.5267E+01
   4.4064E+06   6.0000E+02   4.5266E+01
   4.4064E+06   6.1000E+02   4.5267E+01
   4.4064E+06   6.2000E+02   4.5267E+01
   4.4064E+06   6.3000E+02   4.5266E+01
   4.4064E+06   6.4000E+02   4.5267E+01
   4.4064E+06   6.5000E+02   4.5267E+01
   4.4064E+06   6.6000E+02   4.5267E+01
   4.4064E+06   6.7000E+02   4.5266E+01
   4.4064E+06   6.8000E+02   4.5267E+01
   4.4064E+06   6.9000E+02   4.5267E+01
   4.4064E+06   7.0000E+02   4.5266E+01
   4.4064E+06   7.1000E+02   4.5267E+01
   4.4064E+06   7.2000E+02   4.5267E+01
   4.4064E+06   7.3000E+02   4.5266E+01
   4.4064E+06   7.4000E+02   4.5267E+01
   4.4064E+06   7.5000E+02   4.5267E+01
   4.4064E+06   7.6000E+02   4.5267E+01
   4.4064E+06   7.7000E+02   4.5266E+01
   4.4064E+06   7.8000E+02   4.5267E+01
   4.4064E+06   7.9000E+02   4.5267E+01
   4.4064E+06   8.0000E+02   4.5266E+01
   4.4064E+06   8.1000E+02   4.5266E+01
   4.4064E+06   8.2000E+02   4.5266E+01
   4.4064E+06   8.3000E+02   4.5262E+01
   4.4064E+06   8.4000E+02   4.5259E+01
   4.4064E+06   8.5000E+02   4.5253E+01
   4.4064E+06   8.6000E+02   4.5239E+01
   4.4064E+06   8.7000E+02   4.5215E+01
   4.4064E+06   8.8000E+02   4.5177E+01
   4.4064E+06   8.9000E+02   4.5110E+01
   4.4064E+06   9.0000E+02   4.4999E+01
   4.4064E+06   9.1000E+02   4.4827E+01
   4.4064E+06   9.2000E+02   4.4557E+01
   4.4064E+06   9.3000E+02   4.4142E+01
   4.4064E+06   9.4000E+02   4.3528E+01
   4.4064E+06   9.5000E+02   4.2636E+01
   4.4064E+06   9.6000E+02   4.1358E+01
   4.4064E+06   9.7000E+02   3.9588E+01
   4.4064E+06   9.8000E+02   3.7218E+01
   4.4064E+06   9.9000E+02   3.4117E+01
   4.4064E+06   1.0000E+03   3.0000E+01
   4.4928E+06   0.0000E+00   4.5792E+01
   4.4928E+06   1.0000E+01   4.5793E+01
   4.4928E+06   2.0000E+01   4.5793E+01
   4.4928E+06   3.0000E+01   4.5793E+01
   4.4928E+06   4.0000E+01   4.5793E+01
   4.4928E+06   5.0000E+01   4.5793E+01
   4.4928E+06   6.0000E+01   4.5793E+01
   4.4928E+06   7.0000E+01   4.5793E+01
   4.4928E+06   8.0000E+01   4.5793E+01
   4.4928E+06   9.0000E+01   4.5793E+01
   4.4928E+06   1.0000E+02   4.5792E+01
   4.4928E+06   1.1000E+02   4.5793E+01
   4.4928E+06   1.2000E+02   4.5793E+01
   4.4928E+06   1.3000E+02   4.5793E+01
   4.4928E+06   1.4000E+02   4.5793E+01
   4.4928E+06   1.5000E+02   4.5793E+01
   4.4928E+06   1.6000E+02   4.5793E+01
   4.4928E+06   1.7000E+02   4.5793E+01
   4.4928E+06   1.8000E+02   4.5793E+01
   4.4928E+06   1.9000E+02   4.5793E+01
   4.4928E+06   2.0000E+02   4.5792E+01
   4.4928E+06   2.1000E+02   4.5793E+01
   4.4928E+06   2.2000E+02   4.5793E+01
   4.4928E+06   2.3000E+02   4.5793E+01
   4.4928E+06   2.4000E+02   4.5793E+01
   4.4928E+06   2.5000E+02   4.5793E+01
   4.4928E+06   2.6000E+02   4.5793E+01
   4.4928E+06   2.7000E+02   4.5793E+01
   4.4928E+06   2.8000E+02   4.5793E+01
   4.4928E+06   2.9000E+02   4.5793E+01
   4.4928E+06   3.0000E+02   4.5792E+01
   4.4928E+06   3.1000E+02   4.5793E+01
   4.4928E+06   3.2000E+02   4.5793E+01
   4.4928E+06   3.3000E+02   4.5792E+01
   4.4928E+06   3.4000E+02   4.5793E+01
   4.4928E+06   3.5000E+02   4.5793E+01
   4.4928E+06   3.6000E+02   4.5793E+01
   4.4928E+06   3.7000E+02   4.5792E+01
   4.4928E+06   3.8000E+02   4.5793E+01
   4.4928E+06   3.9000E+02   4.5793E+01
   4.4928E+06   4.0000E+02   4.5792E+01
   4.4928E+06   4.1000E+02   4.5793E+01
   4.4928E+06   4.2000E+02   4.5793E+01
   4.4928E+06   4.3000E+02   4.5792E+01
   4.4928E+06   4.4000E+02   4.5793E+01
   4.4928E+06   4.5000E+02   4.5793E+01
   4.4928E+06   4.6000E+02   4.5793E+01
   4.4928E+06   4.7000E+02   4.5792E+01
   4.4928E+06   4.8000E+02   4.5793E+01
   4.4928E+06   4.9000E+02   4.5793E+01
   4.4928E+06   5.0000E+02   4.5792E+01
   4.4928E+06   5.1000E+02   4.5793E+01
   4.4928E+06   5.2000E+02   4.5793E+01
   4.4928E+06   5.3000E+02   4.5792E+01
   4.4928E+06   5.4000E+02   4.5793E+01
   4.4928E+06   5.5000E+02   4.5793E+01
   4.4928E+06   5.6000E+02   4.5793E+01
   4.4928E+06   5.7000E+02   4.5792E+01
   4.4928E+06   5.8000E+02   4.5793E+01
   4.4928E+06   5.9000E+02   4.5793E+01
   4.4928E+06   6.0000E+02   4.5792E+01
   4.4928E+06   6.1000E+02   4.5793E+01
   4.4928E+06   6.2000E+02   4.5793E+01
   4.4928E+06   6.3000E+02   4.5792E+01
   4.4928E+06   6.4000E+02   4.5793E+01
   4.4928E+06   6.5000E+02   4.5793E+01
   4.4928E+06   6.6000E+02   4.5793E+01
   4.4928E+06   6.7000E+02   4.5792E+01
   4.4928E+06   6.8000E+02   4.5793E+01
   4.4928E+06   6.9000E+02   4.5793E+01
   4.4928E+06   7.0000E+02   4.5792E+01
   4.4928E+06   7.1000E+02   4.5793E+01
   4.4928E+06   7.2000E+02   4.5793E+01
   4.4928E+06   7.3000E+02   4.5792E+01
   4.4928E+06   7.4000E+02   4.5793E+01
   4.4928E+06   7.5000E+02   4.5793E+01
   4.4928E+06   7.6000E+02   4.5793E+01
   4.4928E+06   7.7000E+02   4.5792E+01
   4.4928E+06   7.8000E+02   4.5793E+01
   4.4928E+06   7.9000E+02   4.5793E+01
   4.4928E+06   8.0000E+02   4.5792E+01
   4.4928E+06   8.1000E+02   4.5792E+01
   4.4928E+06   8.2000E+02   4.5791E+01
   4.4928E+06   8.3000E+02   4.5788E+01
   4.4928E+06   8.4000E+02   4.5784E+01
   4.4928E+06   8.5000E+02   4.5777E+01
   4.4928E+06   8.6000E+02   4.5762E+01
   4.4928E+06   8.7000E+02   4.5736E+01
   4.4928E+06   8.8000E+02   4.5695E+01
   4.4928E+06   8.9000E+02   4.5623E+01
   4.4928E+06   9.0000E+02   4.5505E+01
   4.4928E+06   9.1000E+02   4.5323E+01
   4.4928E+06   9.2000E+02   4.5040E+01
   4.4928E+06   9.3000E+02   4.4606E+01
   4.4928E+06   9.4000E+02   4.3968E+01
   4.4928E+06   9.5000E+02   4.3046E+01
   4.4928E+06   9.6000E+02   4.1735E+01
   4.4928E+06   9.7000E+02   3.9929E+01
   4.4928E+06   9.8000E+02   3.7520E+01
   4.4928E+06   9.9000E+02   3.4331E+01
   4.4928E+06   1.0000E+03   3.0000E+01
   4.5792E+06   0.0000E+00   4.6047E+01
   4.5792E+06   1.0000E+01   4.6048E+01
   4.5792E+06   2.0000E+01   4.6047E+01
   4.5792E+06   3.0000E+01   4.6047E+01
   4.5792E+06   4.0000E+01   4.6048E+01
   4.5792E+06   5.0000E+01   4.6047E+01
   4.5792E+06   6.0000E+01   4.6048E+01
   4.5792E+06   7.0000E+01   4.6047E+01
   4.5792E+06   8.0000E+01   4.6047E+01
   4.5792E+06   9.0000E+01   4.6048E+01
   4.5792E+06   1.0000E+02   4.6047E+01
   4.5792E+06   1.1000E+02   4.6048E+01
   4.5792E+06   1.2000E+02   4.6047E+01
   4.5792E+06   1.3000E+02   4.6047E+01
   4.5792E+06   1.4000E+02   4.6048E+01
   4.5792E+06   1.5000E+02   4.6047E+01
   4.5792E+06   1.6000E+02   4.6048E+01
   4.5792E+06   1.7000E+02   4.6047E+01
   4.5792E+06   1.8000E+02   4.6047E+01
   4.5792E+06   1.9000E+02   4.6048E+01
   4.5792E+06   2.0000E+02   4.6047E+01
   4.5792E+06   2.1000E+02   4.6048E+01
   4.5792E+06   2.2000E+02   4.6047E+01
   4.5792E+06   2.3000E+02   4.6047E+01
   4.5792E+06   2.4000E+02   4.6048E+01
   4.5792E+06   2.5000E+02   4.6047E+01
   4.5792E+06   2.6000E+02   4.6048E+01
   4.5792E+06   2.7000E+02   4.6047E+01
   4.5792E+06   2.8000E+02   4.6047E+01
   4.5792E+06   2.9000E+02   4.6048E+01
   4.5792E+06   3.0000E+02   4.6047E+01
   4.5792E+06   3.1000E+02   4.6048E+01
   4.5792E+06   3.2000E+02   4.6047E+01
   4.5792E+06   3.3000E+02   4.6047E+01
   4.5792E+06   3.4000E+02   4.6048E+01
   4.5792E+06   3.5000E+02   4.6047E+01
   4.5792E+06   3.6000E+02   4.6048E+01
   4.5792E+06   3.7000E+02   4.6047E+01
   4.5792E+06   3.8000E+02   4.6047E+01
   4.5792E+06   3.9000E+02   4.6048E+01
   4.5792E+06   4.0000E+02   4.6047E+01
   4.5792E+06   4.1000E+02   4.6048E+01
   4.5792E+06   4.2000E+02   4.6047E+01
   4.5792E+06   4.3000E+02   4.6047E+01
   4.5792E+06   4.4000E+02   4.6048E+01
   4.5792E+06   4.5000E+02   4.6047E+01
   4.5792E+06   4.6000E+02   4.6048E+01
   4.5792E+06   4.7000E+02   4.6047E+01
   4.5792E+06   4.8000E+02   4.6047E+01
   4.5792E+06   4.9000E+02   4.6048E+01
   4.5792E+06   5.0000E+02   4.6047E+01
   4.5792E+06   5.1000E+02   4.6048E+01
   4.5792E+06   5.2000E+02   4.6047E+01
   4.5792E+06   5.3000E+02   4.6047E+01
   4.5792E+06   5.4000E+02   4.6048E+01
   4.5792E+06   5.5000E+02   4.6047E+01
   4.5792E+06   5.6000E+02   4.6048E+01
   4.5792E+06   5.7000E+02   4.6047E+01
   4.5792E+06   5.8000E+02   4.6047E+01
   4.5792E+06   5.9000E+02   4.6048E+01
   4.5792E+06   6.0000E+02   4.6047E+01
   4.5792E+06   6.1000E+02   4.6048E+01
   4.5792E+06   6.2000E+02   4.6047E+01
   4.5792E+06   6.3000E+02   4.6047E+01
   4.5792E+06   6.4000E+02   4.6048E+01
   4.5792E+06   6.5000E+02   4.6047E+01
   4.5792E+06   6.6000E+02   4.6048E+01
   4.5792E+06   6.7000E+02   4.6047E+01
   4.5792E+06   6.8000E+02   4.6047E+01
   4.5792E+06   6.9000E+02   4.6048E+01
   4.5792E+06   7.0000E+02   4.6047E+01
   4.5792E+06   7.1000E+02   4.6048E+01
   4.5792E+06   7.2000E+02   4.6047E+01
   4.5792E+06   7.3000E+02   4.6047E+01
   4.5792E+06   7.4000E+02   4.6048E+01
   4.5792E+06   7.5000E+02   4.6047E+01
   4.5792E+06   7.6000E+02   4.6048E+01
   4.5792E+06   7.7000E+02   4.6047E+01
   4.5792E+06   7.8000E+02   4.6047E+01
   4.5792E+06   7.9000E+02   4.6048E+01
   4.5792E+06   8.0000E+02   4.6046E+01
   4.5792E+06   8.1000E+02   4.6047E+01
   4.5792E+06   8.2000E+02   4.6045E+01
   4.5792E+06   8.3000E+02   4.6042E+01
   4.5792E+06   8.4000E+02   4.6038E+01
   4.5792E+06   8.5000E+02   4.6028E+01
   4.5792E+06   8.6000E+02   4.6014E+01
   4.5792E+06   8.7000E+02   4.5986E+01
   4.5792E+06   8.8000E+02   4.5940E+01
   4.5792E+06   8.9000E+02   4.5865E+01
   4.5792E+06   9.0000E+02   4.5740E+01
   4.5792E+06   9.1000E+02   4.5548E+01
   4.5792E+06   9.2000E+02   4.5248E+01
   4.5792E+06   9.3000E+02   4.4799E+01
   4.5792E+06   9.4000E+02   4.4138E+01
   4.5792E+06   9.5000E+02   4.3180E+01
   4.5792E+06   9.6000E+02   4.1842E+01
   4.5792E+06   9.7000E+02   4.0001E+01
   4.5792E+06   9.8000E+02   3.7530E+01
   4.5792E+06   9.9000E+02   3.4260E+01
   4.5792E+06   1.0000E+03   3.0000E+01
   4.6656E+06   0.0000E+00   4.6471E+01
   4.6656E+06   1.0000E+01   4.6471E+01
   4.6656E+06   2.0000E+01   4.6471E+01
   4.6656E+06   3.0000E+01   4.6471E+01
   4.6656E+06   4.0000E+01   4.6471E+01
   4.6656E+06   5.0000E+01   4.6471E+01
   4.6656E+06   6.0000E+01   4.6471E+01
   4.6656E+06   7.0000E+01   4.6471E+01
   4.6656E+06   8.0000E+01   4.6471E+01
   4.6656E+06   9.0000E+01   4.6471E+01
   4.6656E+06   1.0000E+02   4.6471E+01
   4.6656E+06   1.1000E+02   4.6471E+01
   4.6656E+06   1.2000E+02   4.6471E+01
   4.6656E+06   1.3000E+02   4.6471E+01
   4.6656E+06   1.4000E+02   4.6471E+01
   4.6656E+06   1.5000E+02   4.6471E+01
   4.6656E+06   1.6000E+02   4.6471E+01
   4.6656E+06   1.7000E+02   4.6471E+01
   4.6656E+06   1.8000E+02   4.6471E+01
   4.6656E+06   1.9000E+02   4.6471E+01
   4.6656E+06   2.0000E+02   4.6471E+01
   4.6656E+06   2.1000E+02   4.6471E+01
   4.6656E+06   2.2000E+02   4.6471E+01
   4.6656E+06   2.3000E+02   4.6471E+01
   4.6656E+06   2.4000E+02   4.6471E+01
   4.6656E+06   2.5000E+02   4.6471E+01
   4.6656E+06   2.6000E+02   4.6471E+01
   4.6656E+06   2.7000E+02   4.6471E+01
   4.6656E+06   2.8000E+02   4.6471E+01
   4.6656E+06   2.9000E+02   4.6471E+01
   4.6656E+06   3.0000E+02   4.6471E+01
   4.6656E+06   3.1000E+02   4.6471E+01
   4.6656E+06   3.2000E+02   4.6471E+01
   4.6656E+06   3.3000E+02   4.6471E+01
   4.6656E+06   3.4000E+02   4.6471E+01
   4.6656E+06   3.5000E+02   4.6471E+01
   4.6656E+06   3.6000E+02   4.6471E+01
   4.6656E+06   3.7000E+02   4.6471E+01
   4.6656E+06   3.8000E+02   4.6471E+01
   4.6656E+06   3.9000E+02   4.6471E+01
   4.6656E+06   4.0000E+02   4.6471E+01
   4.6656E+06   4.1000E+02   4.6471E+01
   4.6656E+06   4.2000E+02   4.6471E+01
   4.6656E+06   4.3000E+02   4.6471E+01
   4.6656E+06   4.4000E+02   4.6471E+01
   4.6656E+06   4.5000E+02   4.6471E+01
   4.6656E+06   4.6000E+02   4.6471E+01
   4.6656E+06   4.7000E+02   4.6471E+01
   4.6656E+06   4.8000E+02   4.6471E+01
   4.6656E+06   4.9000E+02   4.6471E+01
   4.6656E+06   5.0000E+02   4.6471E+01
   4.6656E+06   5.1000E+02   4.6471E+01
   4.6656E+06   5.2000E+02   4.6471E+01
   4.6656E+06   5.3000E+02   4.6471E+01
   4.6656E+06   5.4000E+02   4.6472E+01
   4.6656E+06   5.5000E+02   4.6471E+01
   4.6656E+06   5.6000E+02   4.6472E+01
   4.6656E+06   5.7000E+02   4.6471E+01
   4.6656E+06   5.8000E+02   4.6471E+01
   4.6656E+06   5.9000E+02   4.6472E+01
   4.6656E+06   6.0000E+02   4.6471E+01
   4.6656E+06   6.1000E+02   4.6472E+01
   4.6656E+06   6.2000E+02   4.6471E+01
   4.6656E+06   6.3000E+02   4.6471E+01
   4.6656E+06   6.4000E+02   4.6472E+01
   4.6656E+06   6.5000E+02   4.6471E+01
   4.6656E+06   6.6000E+02   4.6472E+01
   4.6656E+06   6.7000E+02   4.6471E+01
   4.6656E+06   6.8000E+02   4.6471E+01
   4.6656E+06   6.9000E+02   4.6472E+01
   4.6656E+06   7.0000E+02   4.6471E+01
   4.6656E+06   7.1000E+02   4.6472E+01
   4.6656E+06   7.2000E+02   4.6471E+01
   4.6656E+06   7.3000E+02   4.6471E+01
   4.6656E+06   7.4000E+02   4.6472E+01
   4.6656E+06   7.5000E+02   4.6471E+01
   4.6656E+06   7.6000E+02   4.6472E+01
   4.6656E+06   7.7000E+02   4.6471E+01
   4.6656E+06   7.8000E+02   4.6471E+01
   4.6656E+06   7.9000E+02   4.6472E+01
   4.6656E+06   8.0000E+02   4.6470E+01
   4.6656E+06   8.1000E+02   4.6470E+01
   4.6656E+06   8.2000E+02   4.6468E+01
   4.6656E+06   8.3000E+02   4.6465E+01
   4.6656E+06   8.4000E+02   4.6461E+01
   4.6656E+06   8.5000E+02   4.6450E+01
   4.6656E+06   8.6000E+02   4.6435E+01
   4.6656E+06   8.7000E+02   4.6404E+01
   4.6656E+06   8.8000E+02   4.6354E+01
   4.6656E+06   8.9000E+02   4.6275E+01
   4.6656E+06   9.0000E+02   4.6141E+01
   4.6656E+06   9.1000E+02   4.5940E+01
   4.6656E+06   9.2000E+02   4.5626E+01
   4.6656E+06   9.3000E+02   4.5157E+01
   4.6656E+06   9.4000E+02   4.4474E+01
   4.6656E+06   9.5000E+02   4.3486E+01
   4.6656E+06   9.6000E+02   4.2116E+01
   4.6656E+06   9.7000E+02   4.0234E+01
   4.6656E+06   9.8000E+02   3.7707E+01
   4.6656E+06   9.9000E+02   3.4387E+01
   4.6656E+06   1.0000E+03   3.0000E+01
   4.7520E+06   0.0000E+00   4.7323E+01
   4.7520E+06   1.0000E+01   4.7323E+01
   4.7520E+06   2.0000E+01   4.7324E+01
   4.7520E+06   3.0000E+01   4.7324E+01
   4.7520E+06   4.0000E+01   4.7323E+01
   4.7520E+06   5.0000E+01   4.7323E+01
   4.7520E+06   6.0000E+01   4.7323E+01
   4.7520E+06   7.0000E+01   4.7324E+01
   4.7520E+06   8.0000E+01   4.7324E+01
   4.7520E+06   9.0000E+01   4.7323E+01
   4.7520E+06   1.0000E+02   4.7323E+01
   4.7520E+06   1.1000E+02   4.7323E+01
   4.7520E+06   1.2000E+02   4.7324E+01
   4.7520E+06   1.3000E+02   4.7324E+01
   4.7520E+06   1.4000E+02   4.7323E+01
   4.7520E+06   1.5000E+02   4.7323E+01
   4.7520E+06   1.6000E+02   4.7323E+01
   4.7520E+06   1.7000E+02   4.7324E+01
   4.7520E+06   1.8000E+02   4.7324E+01
   4.7520E+06   1.9000E+02   4.7323E+01
   4.7520E+06   2.0000E+02   4.7323E+01
   4.7520E+06   2.1000E+02   4.7323E+01
   4.7520E+06   2.2000E+02   4.7324E+01
   4.7520E+06   2.3000E+02   4.7324E+01
   4.7520E+06   2.4000E+02   4.7323E+01
   4.7520E+06   2.5000E+02   4.7323E+01
   4.7520E+06   2.6000E+02   4.7323E+01
   4.7520E+06   2.7000E+02   4.7324E+01
   4.7520E+06   2.8000E+02   4.7324E+01
   4.7520E+06   2.9000E+02   4.7323E+01
   4.7520E+06   3.0000E+02   4.7323E+01
   4.7520E+06   3.1000E+02   4.7323E+01
   4.7520E+06   3.2000E+02   4.7324E+01
   4.7520E+06   3.3000E+02   4.7324E+01
   4.7520E+06   3.4000E+02   4.7323E+01
   4.7520E+06   3.5000E+02   4.7323E+01
   4.7520E+06   3.6000E+02   4.7323E+01
   4.7520E+06   3.7000E+02   4.7324E+01
   4.7520E+06   3.8000E+02   4.7324E+01
   4.7520E+06   3.9000E+02   4.7323E+01
   4.7520E+06   4.0000E+02   4.7323E+01
   4.7520E+06   4.1000E+02   4.7323E+01
   4.7520E+06   4.2000E+02   4.7324E+01
   4.7520E+06   4.3000E+02   4.7324E+01
   4.7520E+06   4.4000E+02   4.7323E+01
   4.7520E+06   4.5000E+02   4.7323E+01
   4.7520E+06   4.6000E+02   4.7323E+01
   4.7520E+06   4.7000E+02   4.7324E+01
   4.7520E+06   4.8000E+02   4.7324E+01
   4.7520E+06   4.9000E+02   4.7323E+01
   4.7520E+06   5.0000E+02   4.7323E+01
   4.7520E+06   5.1000E+02   4.7323E+01
   4.7520E+06   5.2000E+02   4.7324E+01
   4.7520E+06   5.3000E+02   4.7324E+01
   4.7520E+06   5.4000E+02   4.7323E+01
   4.7520E+06   5.5000E+02   4.7323E+01
   4.7520E+06   5.6000E+02   4.7323E+01
   4.7520E+06   5.7000E+02   4.7324E+01
   4.7520E+06   5.8000E+02   4.7324E+01
   4.7520E+06   5.9000E+02   4.7323E+01
   4.7520E+06   6.0000E+02   4.7323E+01
   4.7520E+06   6.1000E+02   4.7323E+01
   4.7520E+06   6.2000E+02   4.7324E+01
   4.7520E+06   6.3000E+02   4.7324E+01
   4.7520E+06   6.4000E+02   4.7323E+01
   4.7520E+06   6.5000E+02   4.7323E+01
   4.7520E+06   6.6000E+02   4.7323E+01
   4.7520E+06   6.7000E+02   4.7324E+01
   4.7520E+06   6.8000E+02   4.7324E+01
   4.7520E+06   6.9000E+02   4.7323E+01
   4.7520E+06   7.0000E+02   4.7323E+01
   4.7520E+06   7.1000E+02   4.7323E+01
   4.7520E+06   7.2000E+02   4.7324E+01
   4.7520E+06   7.3000E+02   4.7324E+01
   4.7520E+06   7.4000E+02   4.7323E+01
   4.7520E+06   7.5000E+02   4.7323E+01
   4.7520E+06   7.6000E+02   4.7323E+01
   4.7520E+06   7.7000E+02   4.7324E+01
   4.7520E+06   7.8000E+02   4.7324E+01
   4.7520E+06   7.9000E+02   4.7323E+01
   4.7520E+06   8.0000E+02   4.7322E+01
   4.7520E+06   8.1000E+02   4.7322E+01
   4.7520E+06   8.2000E+02   4.7321E+01
   4.7520E+06   8.3000E+02   4.7318E+01
   4.7520E+06   8.4000E+02   4.7311E+01
   4.7520E+06   8.5000E+02   4.7300E+01
   4.7520E+06   8.6000E+02   4.7282E+01
   4.7520E+06   8.7000E+02   4.7251E+01
   4.7520E+06   8.8000E+02   4.7198E+01
   4.7520E+06   8.9000E+02   4.7110E+01
   4.7520E+06   9.0000E+02   4.6971E+01
   4.7520E+06   9.1000E+02   4.6758E+01
   4.7520E+06   9.2000E+02   4.6433E+01
   4.7520E+06   9.3000E+02   4.5946E+01
   4.7520E+06   9.4000E+02   4.5234E+01
   4.7520E+06   9.5000E+02   4.4219E+01
   4.7520E+06   9.6000E+02   4.2811E+01
   4.7520E+06   9.7000E+02   4.0894E+01
   4.7520E+06   9.8000E+02   3.8322E+01
   4.7520E+06   9.9000E+02   3.4879E+01
   4.7520E+06   1.0000E+03   3.0000E+01
   4.8384E+06   0.0000E+00   4.7592E+01
   4.8384E+06   1.0000E+01   4.7592E+01
   4.8384E+06   2.0000E+01   4.7592E+01
   4.8384E+06   3.0000E+01   4.7592E+01
   4.8384E+06   4.0000E+01   4.7592E+01
   4.8384E+06   5.0000E+01   4.7592E+01
   4.8384E+06   6.0000E+01   4.7592E+01
   4.8384E+06   7.0000E+01   4.7592E+01
   4.8384E+06   8.0000E+01   4.7592E+01
   4.8384E+06   9.0000E+01   4.7592E+01
   4.8384E+06   1.0000E+02   4.7592E+01
   4.8384E+06   1.1000E+02   4.7592E+01
   4.8384E+06   1.2000E+02   4.7592E+01
   4.8384E+06   1.3000E+02   4.7592E+01
   4.8384E+06   1.4000E+02   4.7592E+01
   4.8384E+06   1.5000E+02   4.7592E+01
   4.8384E+06   1.6000E+02   4.7592E+01
   4.8384E+06   1.7000E+02   4.7592E+01
   4.8384E+06   1.8000E+02   4.7592E+01
   4.8384E+06   1.9000E+02   4.7592E+01
   4.8384E+06   2.0000E+02   4.7592E+01
   4.8384E+06   2.1000E+02   4.7592E+01
   4.8384E+06   2.2000E+02   4.7592E+01
   4.8384E+06   2.3000E+02   4.7592E+01
   4.8384E+06   2.4000E+02   4.7592E+01
   4.8384E+06   2.5000E+02   4.7592E+01
   4.8384E+06   2.6000E+02   4.7592E+01
   4.8384E+06   2.7000E+02   4.7592E+01
   4.8384E+06   2.8000E+02   4.7592E+01
   4.8384E+06   2.9000E+02   4.7592E+01
   4.8384E+06   3.0000E+02   4.7592E+01
   4.8384E+06   3.1000E+02   4.7592E+01
   4.8384E+06   3.2000E+02   4.7592E+01
   4.8384E+06   3.3000E+02   4.7592E+01
   4.8384E+06   3.4000E+02   4.7592E+01
   4.8384E+06   3.5000E+02   4.7592E+01
   4.8384E+06   3.6000E+02   4.7592E+01
   4.8384E+06   3.7000E+02   4.7592E+01
   4.8384E+06   3.8000E+02   4.7592E+01
   4.8384E+06   3.9000E+02   4.7592E+01
   4.8384E+06   4.0000E+02   4.7592E+01
   4.8384E+06   4.1000E+02   4.7592E+01
   4.8384E+06   4.2000E+02   4.7592E+01
   4.8384E+06   4.3000E+02   4.7592E+01
   4.8384E+06   4.4000E+02   4.7592E+01
   4.8384E+06   4.5000E+02   4.7592E+01
   4.8384E+06   4.6000E+02   4.7592E+01
   4.8384E+06   4.7000E+02   4.7592E+01
   4.8384E+06   4.8000E+02   4.7592E+01
   4.8384E+06   4.9000E+02   4.7592E+01
   4.8384E+06   5.0000E+02   4.7592E+01
   4.8384E+06   5.1000E+02   4.7592E+01
   4.8384E+06   5.2000E+02   4.7592E+01
   4.8384E+06   5.3000E+02   4.7592E+01
   4.8384E+06   5.4000E+02   4.7592E+01
   4.8384E+06   5.5000E+02   4.7592E+01
   4.8384E+06   5.6000E+02   4.7592E+01
   4.8384E+06   5.7000E+02   4.7592E+01
   4.8384E+06   5.8000E+02   4.7592E+01
   4.8384E+06   5.9000E+02   4.7592E+01
   4.8384E+06   6.0000E+02   4.7592E+01
   4.8384E+06   6.1000E+02   4.7592E+01
   4.8384E+06   6.2000E+02   4.7592E+01
   4.8384E+06   6.3000E+02   4.7592E+01
   4.8384E+06   6.4000E+02   4.7592E+01
   4.8384E+06   6.5000E+02   4.7592E+01
   4.8384E+06   6.6000E+02   4.7592E+01
   4.8384E+06   6.7000E+02   4.7592E+01
   4.8384E+06   6.8000E+02   4.7592E+01
   4.8384E+06   6.9000E+02   4.7592E+01
   4.8384E+06   7.0000E+02   4.7592E+01
   4.8384E+06   7.1000E+02   4.7592E+01
   4.8384E+06   7.2000E+02   4.7592E+01
   4.8384E+06   7.3000E+02   4.7592E+01
   4.8384E+06   7.4000E+02   4.7592E+01
   4.8384E+06   7.5000E+02   4.7592E+01
   4.8384E+06   7.6000E+02   4.7592E+01
   4.8384E+06   7.7000E+02   4.7592E+01
   4.8384E+06   7.8000E+02   4.7592E+01
   4.8384E+06   7.9000E+02   4.7592E+01
   4.8384E+06   8.0000E+02   4.7591E+01
   4.8384E+06   8.1000E+02   4.7591E+01
