#Dirchilet BC  (from /Users/houben/phd/python/scripts/ogs5py/setup/1001_reali_0_stor_0.01_rech_whitenoise/transect_GROUNDWATER_FLOW_BC_ST.asc.bc file) 
#Total BC nodes  31
#Node index, name, x, y, z,   value: 
30283  HEAD 2.530000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30284  HEAD 2.540000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30285  HEAD 2.550000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30286  HEAD 2.560000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30287  HEAD 2.570000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30288  HEAD 2.580000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30289  HEAD 2.590000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30290  HEAD 2.600000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30291  HEAD 2.610000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30292  HEAD 2.620000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30293  HEAD 2.630000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30294  HEAD 2.640000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30295  HEAD 2.650000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30296  HEAD 2.660000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30297  HEAD 2.670000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30298  HEAD 2.680000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30299  HEAD 2.690000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30300  HEAD 2.700000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30301  HEAD 2.710000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30302  HEAD 2.720000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30303  HEAD 2.730000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30304  HEAD 2.740000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30305  HEAD 2.750000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30306  HEAD 2.760000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30307  HEAD 2.770000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30308  HEAD 2.780000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30309  HEAD 2.790000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30310  HEAD 2.800000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30311  HEAD 2.810000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30312  HEAD 2.820000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30313  HEAD 2.830000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30314  HEAD 2.840000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30315  HEAD 2.850000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30316  HEAD 2.860000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30317  HEAD 2.870000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30318  HEAD 2.880000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30319  HEAD 2.890000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30320  HEAD 2.900000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30321  HEAD 2.910000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30322  HEAD 2.920000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30323  HEAD 2.930000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30324  HEAD 2.940000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30325  HEAD 2.950000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30326  HEAD 2.960000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30327  HEAD 2.970000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30328  HEAD 2.980000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30329  HEAD 2.990000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30330  HEAD 3.000000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30331  HEAD 3.010000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30332  HEAD 3.020000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30333  HEAD 3.030000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30334  HEAD 3.040000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30335  HEAD 3.050000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30336  HEAD 3.060000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30337  HEAD 3.070000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30338  HEAD 3.080000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30339  HEAD 3.090000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30340  HEAD 3.100000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30341  HEAD 3.110000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30342  HEAD 3.120000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30343  HEAD 3.130000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30344  HEAD 3.140000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30345  HEAD 3.150000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30346  HEAD 3.160000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30347  HEAD 3.170000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30348  HEAD 3.180000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30349  HEAD 3.190000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30350  HEAD 3.200000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30351  HEAD 3.210000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30352  HEAD 3.220000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30353  HEAD 3.230000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30354  HEAD 3.240000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30355  HEAD 3.250000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30356  HEAD 3.260000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30357  HEAD 3.270000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30358  HEAD 3.280000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30359  HEAD 3.290000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30360  HEAD 3.300000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30361  HEAD 3.310000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30362  HEAD 3.320000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30363  HEAD 3.330000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30364  HEAD 3.340000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30365  HEAD 3.350000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30366  HEAD 3.360000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30367  HEAD 3.370000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30368  HEAD 3.380000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30369  HEAD 3.390000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30370  HEAD 3.400000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30371  HEAD 3.410000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30372  HEAD 3.420000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30373  HEAD 3.430000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30374  HEAD 3.440000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30375  HEAD 3.450000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30376  HEAD 3.460000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30377  HEAD 3.470000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30378  HEAD 3.480000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30379  HEAD 3.490000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30380  HEAD 3.500000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30381  HEAD 3.510000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30382  HEAD 3.520000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30383  HEAD 3.530000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30384  HEAD 3.540000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30385  HEAD 3.550000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30386  HEAD 3.560000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30387  HEAD 3.570000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30388  HEAD 3.580000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30389  HEAD 3.590000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30390  HEAD 3.600000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30391  HEAD 3.610000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30392  HEAD 3.620000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30393  HEAD 3.630000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30394  HEAD 3.640000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30395  HEAD 3.650000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30396  HEAD 3.660000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30397  HEAD 3.670000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30398  HEAD 3.680000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30399  HEAD 3.690000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30400  HEAD 3.700000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30401  HEAD 3.710000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30402  HEAD 3.720000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30403  HEAD 3.730000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30404  HEAD 3.740000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30405  HEAD 3.750000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30406  HEAD 3.760000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30407  HEAD 3.770000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30408  HEAD 3.780000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30409  HEAD 3.790000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30410  HEAD 3.800000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30411  HEAD 3.810000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30412  HEAD 3.820000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30413  HEAD 3.830000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30414  HEAD 3.840000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30415  HEAD 3.850000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30416  HEAD 3.860000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30417  HEAD 3.870000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30418  HEAD 3.880000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30419  HEAD 3.890000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30420  HEAD 3.900000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30421  HEAD 3.910000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30422  HEAD 3.920000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30423  HEAD 3.930000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30424  HEAD 3.940000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30425  HEAD 3.950000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30426  HEAD 3.960000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30427  HEAD 3.970000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30428  HEAD 3.980000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30429  HEAD 3.990000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30430  HEAD 4.000000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30431  HEAD 4.010000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30432  HEAD 4.020000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30433  HEAD 4.030000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30434  HEAD 4.040000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30435  HEAD 4.050000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30436  HEAD 4.060000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30437  HEAD 4.070000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30438  HEAD 4.080000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30439  HEAD 4.090000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30440  HEAD 4.100000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30441  HEAD 4.110000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30442  HEAD 4.120000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30443  HEAD 4.130000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30444  HEAD 4.140000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30445  HEAD 4.150000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30446  HEAD 4.160000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30447  HEAD 4.170000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30448  HEAD 4.180000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30449  HEAD 4.190000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30450  HEAD 4.200000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30451  HEAD 4.210000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30452  HEAD 4.220000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30453  HEAD 4.230000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30454  HEAD 4.240000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30455  HEAD 4.250000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30456  HEAD 4.260000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30457  HEAD 4.270000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30458  HEAD 4.280000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30459  HEAD 4.290000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30460  HEAD 4.300000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30461  HEAD 4.310000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30462  HEAD 4.320000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30463  HEAD 4.330000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30464  HEAD 4.340000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30465  HEAD 4.350000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30466  HEAD 4.360000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30467  HEAD 4.370000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30468  HEAD 4.380000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30469  HEAD 4.390000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30470  HEAD 4.400000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30471  HEAD 4.410000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30472  HEAD 4.420000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30473  HEAD 4.430000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30474  HEAD 4.440000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30475  HEAD 4.450000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30476  HEAD 4.460000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30477  HEAD 4.470000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30478  HEAD 4.480000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30479  HEAD 4.490000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30480  HEAD 4.500000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30481  HEAD 4.510000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30482  HEAD 4.520000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30483  HEAD 4.530000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30484  HEAD 4.540000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30485  HEAD 4.550000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30486  HEAD 4.560000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30487  HEAD 4.570000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30488  HEAD 4.580000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30489  HEAD 4.590000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30490  HEAD 4.600000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30491  HEAD 4.610000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30492  HEAD 4.620000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30493  HEAD 4.630000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30494  HEAD 4.640000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30495  HEAD 4.650000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30496  HEAD 4.660000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30497  HEAD 4.670000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30498  HEAD 4.680000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30499  HEAD 4.690000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30500  HEAD 4.700000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30501  HEAD 4.710000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30502  HEAD 4.720000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30503  HEAD 4.730000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30504  HEAD 4.740000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30505  HEAD 4.750000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30506  HEAD 4.760000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30507  HEAD 4.770000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30508  HEAD 4.780000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30509  HEAD 4.790000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30510  HEAD 4.800000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30511  HEAD 4.810000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30512  HEAD 4.820000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30513  HEAD 4.830000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30514  HEAD 4.840000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30515  HEAD 4.850000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30516  HEAD 4.860000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30517  HEAD 4.870000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30518  HEAD 4.880000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30519  HEAD 4.890000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30520  HEAD 4.900000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30521  HEAD 4.910000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30522  HEAD 4.920000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30523  HEAD 4.930000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30524  HEAD 4.940000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30525  HEAD 4.950000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30526  HEAD 4.960000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30527  HEAD 4.970000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30528  HEAD 4.980000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30529  HEAD 4.990000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30530  HEAD 5.000000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30531  HEAD 5.010000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30532  HEAD 5.020000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30533  HEAD 5.030000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30534  HEAD 5.040000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30535  HEAD 5.050000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30536  HEAD 5.060000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30537  HEAD 5.070000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30538  HEAD 5.080000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30539  HEAD 5.090000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30540  HEAD 5.100000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30541  HEAD 5.110000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30542  HEAD 5.120000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30543  HEAD 5.130000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30544  HEAD 5.140000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30545  HEAD 5.150000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30546  HEAD 5.160000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30547  HEAD 5.170000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30548  HEAD 5.180000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30549  HEAD 5.190000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30550  HEAD 5.200000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30551  HEAD 5.210000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30552  HEAD 5.220000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30553  HEAD 5.230000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30554  HEAD 5.240000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30555  HEAD 5.250000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30556  HEAD 5.260000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30557  HEAD 5.270000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30558  HEAD 5.280000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30559  HEAD 5.290000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30560  HEAD 5.300000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30561  HEAD 5.310000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30562  HEAD 5.320000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30563  HEAD 5.330000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30564  HEAD 5.340000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30565  HEAD 5.350000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30566  HEAD 5.360000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30567  HEAD 5.370000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30568  HEAD 5.380000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30569  HEAD 5.390000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30570  HEAD 5.400000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30571  HEAD 5.410000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
