#Dirchilet BC  (from /Users/houben/phd/python/scripts/ogs5py/setup/1001_reali_0_stor_0.01_rech_whitenoise/transect_GROUNDWATER_FLOW_BC_ST.asc.bc file) 
#Total BC nodes  31
#Node index, name, x, y, z,   value: 
30075  HEAD 4.500000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30076  HEAD 4.600000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30077  HEAD 4.700000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30078  HEAD 4.800000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30079  HEAD 4.900000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30080  HEAD 5.000000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30081  HEAD 5.100000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30082  HEAD 5.200000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30083  HEAD 5.300000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30084  HEAD 5.400000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30085  HEAD 5.500000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30086  HEAD 5.600000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30087  HEAD 5.700000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30088  HEAD 5.800000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30089  HEAD 5.900000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30090  HEAD 6.000000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30091  HEAD 6.100000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30092  HEAD 6.200000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30093  HEAD 6.300000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30094  HEAD 6.400000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30095  HEAD 6.500000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30096  HEAD 6.600000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30097  HEAD 6.700000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30098  HEAD 6.800000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30099  HEAD 6.900000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30100  HEAD 7.000000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30101  HEAD 7.100000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30102  HEAD 7.200000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30103  HEAD 7.300000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30104  HEAD 7.400000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30105  HEAD 7.500000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30106  HEAD 7.600000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30107  HEAD 7.700000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30108  HEAD 7.800000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30109  HEAD 7.900000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30110  HEAD 8.000000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30111  HEAD 8.100000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30112  HEAD 8.200000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30113  HEAD 8.300000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30114  HEAD 8.400000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30115  HEAD 8.500000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30116  HEAD 8.600000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30117  HEAD 8.700000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30118  HEAD 8.800000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30119  HEAD 8.900000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30120  HEAD 9.000000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30121  HEAD 9.100000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30122  HEAD 9.200000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30123  HEAD 9.300000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30124  HEAD 9.400000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30125  HEAD 9.500000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30126  HEAD 9.600000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30127  HEAD 9.700000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30128  HEAD 9.800000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30129  HEAD 9.900000000000e+01 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30130  HEAD 1.000000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30131  HEAD 1.010000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30132  HEAD 1.020000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30133  HEAD 1.030000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30134  HEAD 1.040000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30135  HEAD 1.050000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30136  HEAD 1.060000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30137  HEAD 1.070000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30138  HEAD 1.080000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30139  HEAD 1.090000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30140  HEAD 1.100000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30141  HEAD 1.110000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30142  HEAD 1.120000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30143  HEAD 1.130000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30144  HEAD 1.140000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30145  HEAD 1.150000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30146  HEAD 1.160000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30147  HEAD 1.170000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30148  HEAD 1.180000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30149  HEAD 1.190000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30150  HEAD 1.200000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30151  HEAD 1.210000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30152  HEAD 1.220000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30153  HEAD 1.230000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30154  HEAD 1.240000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30155  HEAD 1.250000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30156  HEAD 1.260000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30157  HEAD 1.270000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30158  HEAD 1.280000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30159  HEAD 1.290000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30160  HEAD 1.300000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30161  HEAD 1.310000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30162  HEAD 1.320000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30163  HEAD 1.330000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30164  HEAD 1.340000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30165  HEAD 1.350000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30166  HEAD 1.360000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30167  HEAD 1.370000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30168  HEAD 1.380000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30169  HEAD 1.390000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30170  HEAD 1.400000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30171  HEAD 1.410000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30172  HEAD 1.420000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30173  HEAD 1.430000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30174  HEAD 1.440000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30175  HEAD 1.450000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30176  HEAD 1.460000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30177  HEAD 1.470000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30178  HEAD 1.480000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30179  HEAD 1.490000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30180  HEAD 1.500000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30181  HEAD 1.510000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30182  HEAD 1.520000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30183  HEAD 1.530000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30184  HEAD 1.540000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30185  HEAD 1.550000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30186  HEAD 1.560000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30187  HEAD 1.570000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30188  HEAD 1.580000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30189  HEAD 1.590000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30190  HEAD 1.600000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30191  HEAD 1.610000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30192  HEAD 1.620000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30193  HEAD 1.630000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30194  HEAD 1.640000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30195  HEAD 1.650000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30196  HEAD 1.660000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30197  HEAD 1.670000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30198  HEAD 1.680000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30199  HEAD 1.690000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30200  HEAD 1.700000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30201  HEAD 1.710000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30202  HEAD 1.720000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30203  HEAD 1.730000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30204  HEAD 1.740000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30205  HEAD 1.750000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30206  HEAD 1.760000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30207  HEAD 1.770000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30208  HEAD 1.780000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30209  HEAD 1.790000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30210  HEAD 1.800000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30211  HEAD 1.810000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30212  HEAD 1.820000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30213  HEAD 1.830000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30214  HEAD 1.840000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30215  HEAD 1.850000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30216  HEAD 1.860000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30217  HEAD 1.870000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30218  HEAD 1.880000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30219  HEAD 1.890000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30220  HEAD 1.900000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30221  HEAD 1.910000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30222  HEAD 1.920000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30223  HEAD 1.930000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30224  HEAD 1.940000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30225  HEAD 1.950000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30226  HEAD 1.960000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30227  HEAD 1.970000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30228  HEAD 1.980000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30229  HEAD 1.990000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30230  HEAD 2.000000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30231  HEAD 2.010000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30232  HEAD 2.020000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30233  HEAD 2.030000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30234  HEAD 2.040000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30235  HEAD 2.050000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30236  HEAD 2.060000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30237  HEAD 2.070000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30238  HEAD 2.080000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30239  HEAD 2.090000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30240  HEAD 2.100000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30241  HEAD 2.110000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30242  HEAD 2.120000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30243  HEAD 2.130000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30244  HEAD 2.140000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30245  HEAD 2.150000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30246  HEAD 2.160000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30247  HEAD 2.170000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30248  HEAD 2.180000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30249  HEAD 2.190000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30250  HEAD 2.200000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30251  HEAD 2.210000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30252  HEAD 2.220000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30253  HEAD 2.230000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30254  HEAD 2.240000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30255  HEAD 2.250000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30256  HEAD 2.260000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30257  HEAD 2.270000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30258  HEAD 2.280000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30259  HEAD 2.290000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30260  HEAD 2.300000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30261  HEAD 2.310000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30262  HEAD 2.320000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30263  HEAD 2.330000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30264  HEAD 2.340000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30265  HEAD 2.350000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30266  HEAD 2.360000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30267  HEAD 2.370000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30268  HEAD 2.380000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30269  HEAD 2.390000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30270  HEAD 2.400000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30271  HEAD 2.410000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30272  HEAD 2.420000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30273  HEAD 2.430000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30274  HEAD 2.440000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30275  HEAD 2.450000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30276  HEAD 2.460000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30277  HEAD 2.470000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30278  HEAD 2.480000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30279  HEAD 2.490000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30280  HEAD 2.500000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30281  HEAD 2.510000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
30282  HEAD 2.520000000000e+02 0.000000000000e+00 3.000000000000e+01 1.000000000000e+00
